imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.19993750000000002, 0.0, 0.8]","[3.007826356474137, -5.553557230284308e-17, 0.9069647238944176]",0.0,aruco,"[-0.2019690904896855, -0.0004998104832552108, 0.8066032127603897]","[-3.0102677407878407, 0.00021678556244373104, -0.8978479027289806]",True,"[-0.0020315904896854864, -0.0004998104832552108, 0.006603212760389665]","[0.00030829248048307737, 0.006006067282415665, -5.119978704979964e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
1.png,"[-0.19975, 0.0022492407018830122, 0.8]","[-2.947036412330499, 4.0574729504167294e-17, -0.6626356192237142]",0.05,aruco,"[-0.2012080561693536, 0.0016114181369506011, 0.8048489943603059]","[-2.9523571794107326, 0.002959641372100563, -0.6802241703387564]",True,"[-0.0014580561693535998, -0.0006378225649324111, 0.004848994360305836]","[-0.008303150892700386, -0.010403754988952681, -0.004515836428931368]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
2.png,"[-0.19943750000000002, 0.0044939274599005525, 0.8]","[-2.8689133315873443, 2.5817003978288836e-17, -0.42162367135183204]",0.1,aruco,"[-0.20227286985379128, 0.003958492541710465, 0.8098918358498824]","[-2.886881425254334, 0.003912363400866903, -0.447691043108322]",True,"[-0.002835369853791264, -0.0005354349181900878, 0.009891835849882402]","[-0.020763347949291168, -0.015335663482993327, -0.007645801056147948]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
3.png,"[-0.199, 0.006729515550367417, 0.8]","[-2.7744322159703647, 1.1535396432246532e-17, -0.18838732016901405]",0.15,aruco,"[-0.20090174185974816, 0.006371811174688348, 0.8055918337795643]","[-2.7665159416254794, -0.004528065721116311, -0.17035152410406845]",True,"[-0.0019017418597481461, -0.00035770437567906894, 0.0055918337795642925]","[0.008683402495635525, 0.011605365256520901, 0.005983041447845827]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
4.png,"[-0.19843750000000002, 0.00895147867129121, 0.8]","[-2.6656338266268143, -2.032599651557934e-18, 0.03319487141881413]",0.2,aruco,"[-0.20075875251274436, 0.008442639112419072, 0.8084314151356615]","[-2.657615217342547, -0.001542336620085661, 0.038201066279513606]",True,"[-0.002321252512744343, -0.0005088395588721383, 0.00843141513566148]","[0.007975189700497065, 0.003359529227099389, 0.001874861067458817]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
5.png,"[-0.19775, 0.011155318106587273, 0.8]","[-2.5454224169629223, -1.469188798696487e-17, 0.239936739265459]",0.25,aruco,"[-0.1998917398623265, 0.010768993859689102, 0.8078809067788616]","[-2.5460668624987197, 0.0028990889441096335, 0.24539800692985733]",True,"[-0.0021417398623264916, -0.0003863242468981707, 0.007880906778861552]","[-0.0012408746042302764, 0.004481172955834579, -0.0008051294946402421]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
6.png,"[-0.19693750000000002, 0.013336571834441558, 0.8]","[-2.4173437245603013, -2.6293465879673876e-17, 0.42940488470602967]",0.3,aruco,"[-0.2003239991964566, 0.013042297644770677, 0.8124444285819654]","[-2.415832766839089, 0.000460582475470335, 0.4252823304133066]",True,"[-0.0033864991964565883, -0.0002942741896708803, 0.012444428581965372]","[0.0019428491391722618, -0.002623608424167434, -0.0016785854063552763]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
7.png,"[-0.196, 0.015490823561380145, 0.8]","[-2.285360621144789, -3.673498582504643e-17, 0.5999278461450723]",0.35,aruco,"[-0.19796855452738082, 0.015245501479392316, 0.8069686035156166]","[-2.284918971219086, 0.0018050455487606193, 0.6075658175456214]",True,"[-0.001968554527380817, -0.00024532208198782893, 0.006968603515616567]","[-0.0012371552724949183, 0.00596797389740293, 0.0012775852715768972]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
8.png,"[-0.1949375, 0.017613711663754496, 0.8]","[-2.153639224507919, -4.595844430172537e-17, 0.7505583541919748]",0.4,aruco,"[-0.19881614217967788, 0.01736546162605618, 0.8135010709591937]","[-2.1544361149212214, 0.0055238300236152916, 0.7524334691249547]",True,"[-0.0038786421796778714, -0.00024825003769831516, 0.013501070959193617]","[-0.002448975042093734, 0.0029285488495317817, -0.0028507725951204318]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
9.png,"[-0.19375, 0.019700938018539022, 0.8]","[-2.0263541634955016, -5.3945380648742e-17, 0.8809949233738393]",0.45,aruco,"[-0.19739065967995115, 0.0195043400291692, 0.8126901616523908]","[-2.026676385388121, 0.008841870546677618, 0.8863162619465853]",True,"[-0.0036406596799511415, -0.00019659798936982192, 0.012690161652390786]","[-0.004087575882436026, 0.006641907511233829, -0.0033028634956387363]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
