imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.19993750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.0,aruco,"[-0.20308273224746398, -0.001246320086855586, 2.02519269565409]","[-3.1406102296132237, -7.8856663628612e-05, -0.0028305168542199595]",True,"[-0.003145232247463964, -0.001246320086855586, 0.02519269565408999]","[0.0009811475992329186, -0.0018025260399925698, 5.021739736528791e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
1.png,"[-0.19975, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.05,aruco,"[-0.20308273224746398, -0.001246320086855586, 2.02519269565409]","[-3.1406102296132237, -7.8856663628612e-05, -0.0028305168542199595]",True,"[-0.003332732247463971, -0.001246320086855586, 0.02519269565408999]","[0.0009811475992329186, -0.0018025260399925698, 5.021739736528791e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
2.png,"[-0.19943750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.1,aruco,"[-0.20308273224746398, -0.001246320086855586, 2.02519269565409]","[-3.1406102296132237, -7.8856663628612e-05, -0.0028305168542199595]",True,"[-0.0036452322474639642, -0.001246320086855586, 0.02519269565408999]","[0.0009811475992329186, -0.0018025260399925698, 5.021739736528791e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
3.png,"[-0.199, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.15,aruco,"[-0.20308273224746398, -0.001246320086855586, 2.02519269565409]","[-3.1406102296132237, -7.8856663628612e-05, -0.0028305168542199595]",True,"[-0.0040827322474639716, -0.001246320086855586, 0.02519269565408999]","[0.0009811475992329186, -0.0018025260399925698, 5.021739736528791e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
4.png,"[-0.19843750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.2,aruco,"[-0.19483390540605763, -0.0012343094631424875, 2.0254955169927746]","[-3.1354941504034515, -0.00011839538471562583, 0.18256451068464513]",True,"[0.003603594593942383, -0.0012343094631424875, 0.025495516992774636]","[0.0007885224976233068, 0.11631889785789998, 7.543427038440631e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
5.png,"[-0.19775, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.25,aruco,"[-0.20112219388012736, -0.001246159830162936, 2.025192844123329]","[-3.140611117958062, -7.800932710773469e-05, -0.0028459634234115506]",True,"[-0.0033721938801273554, -0.001246159830162936, 0.025192844123329117]","[0.000980245317841967, -0.001812362186241956, 4.9677783439240394e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
6.png,"[-0.19693750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.3,aruco,"[-0.20112219388012736, -0.001246159830162936, 2.025192844123329]","[-3.140611117958062, -7.800932710773469e-05, -0.0028459634234115506]",True,"[-0.004184693880127349, -0.001246159830162936, 0.025192844123329117]","[0.000980245317841967, -0.001812362186241956, 4.9677783439240394e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
7.png,"[-0.196, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.35,aruco,"[-0.19916166330926988, -0.001245999083317969, 2.0251929831301774]","[-3.140612030027131, -7.716143928392578e-05, -0.0028616028395486402]",True,"[-0.0031616633092698687, -0.001245999083317969, 0.02519298313017737]","[0.0009793190603634384, -0.0018223211214845737, 4.913781836805369e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
8.png,"[-0.1949375, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.4,aruco,"[-0.19084735391400873, -0.0012339220749142115, 2.0254984516649177]","[-3.1354025680418927, -0.00011740828581660805, 0.184181624402258]",True,"[0.004090146085991286, -0.0012339220749142115, 0.02549845166491771]","[0.0007855411826688705, 0.11735029053908214, 7.480603180142392e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
9.png,"[-0.19375, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.45,aruco,"[-0.19720114060124141, -0.0012458377960075076, 2.025193112399509]","[-3.140612966621029, -7.631299261039995e-05, -0.0028774368326415123]",True,"[-0.003451140601241409, -0.0012458377960075076, 0.025193112399509054]","[0.0009783680217339311, -0.001832403946618505, 4.859749734599565e-05]","{'aruco3': False, 'cornerRefinementMinAccuracy ': 0.1, 'parser': 'simple'}"
