imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.19993750000000002, 0.0, 0.8]","[3.007826356474137, -5.553557230284308e-17, 0.9069647238944176]",0.0,apriltag,"[-0.19974462971525925, -0.0005921024200346085, 0.799648671291975]","[-3.014484018465903, 0.00020561532891962987, -0.8761809554226915]",True,"[0.0001928702847407704, -0.0005921024200346085, -0.0003513287080250116]","[0.0022935035836895608, 0.020002040941894745, 0.0005547464163623514]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
1.png,"[-0.19975, 0.0022492407018830122, 0.8]","[-2.947036412330499, 4.0574729504167294e-17, -0.6626356192237142]",0.05,apriltag,"[-0.1991428860906836, 0.001382658382599446, 0.7983104007975121]","[-2.9642268728655248, 0.006318631707477971, -0.6748748971249988]",True,"[0.0006071139093164202, -0.0008665823192835662, -0.0016895992024879014]","[-0.018018946073879882, -0.0051072634004469, -0.008631603930192234]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
2.png,"[-0.19943750000000002, 0.0044939274599005525, 0.8]","[-2.8689133315873443, 2.5817003978288836e-17, -0.42162367135183204]",0.1,apriltag,"[-0.19898847748772122, 0.003883694648184918, 0.7985647204420009]","[-2.8654728068564697, -0.0028368782861734835, -0.40839672337632776]",True,"[0.0004490225122787961, -0.0006102328117156344, -0.0014352795579991584]","[0.004812314464438197, 0.008332795789132283, 0.003711400297023374]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
3.png,"[-0.199, 0.006729515550367417, 0.8]","[-2.7744322159703647, 1.1535396432246532e-17, -0.18838732016901405]",0.15,apriltag,"[-0.19856737204612407, 0.006172028092656986, 0.7987662738312318]","[-2.7721773858711733, 0.0006246810958830115, -0.19182304108401546]",True,"[0.00043262795387594144, -0.0005574874577104309, -0.0012337261687682677]","[0.002070473746257624, -0.0024143169914172258, -0.0007512774424392262]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
4.png,"[-0.19843750000000002, 0.00895147867129121, 0.8]","[-2.6656338266268143, -2.032599651557934e-18, 0.03319487141881413]",0.2,apriltag,"[-0.1983434926480049, 0.008344167908120245, 0.8004325334103326]","[-2.6713616932536772, 0.0022339130105772887, 0.02816722200405419]",True,"[9.400735199510679e-05, -0.0006073107631709655, 0.00043253341033255843]","[-0.005699760861477151, -0.003224284590565572, -0.0023845365692004516]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
5.png,"[-0.19775, 0.011155318106587273, 0.8]","[-2.5454224169629223, -1.469188798696487e-17, 0.239936739265459]",0.25,apriltag,"[-0.19743980673081, 0.010535839714058961, 0.7990946254771508]","[-2.544970596603607, 0.0007915490289158567, 0.23725416225115975]",True,"[0.0003101932691900178, -0.0006194783925283116, -0.0009053745228492227]","[0.0005907671654014432, -0.001714509913556414, -0.0011962165336637709]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
6.png,"[-0.19693750000000002, 0.013336571834441558, 0.8]","[-2.4173437245603013, -2.6293465879673876e-17, 0.42940488470602967]",0.3,apriltag,"[-0.196480837742908, 0.012738675291223137, 0.7987555179338267]","[-2.416892532952695, -0.0007301562910108423, 0.4312670806382633]",True,"[0.0004566622570920109, -0.0005978965432184204, -0.0012444820661733358]","[0.0002946843242385558, 0.0011930010242584567, 0.0009847548237944606]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
7.png,"[-0.196, 0.015490823561380145, 0.8]","[-2.285360621144789, -3.673498582504643e-17, 0.5999278461450723]",0.35,apriltag,"[-0.195706246007684, 0.014909772969757606, 0.7995203373405365]","[-2.2856604292288307, 0.0013772929197155657, 0.5998939350553477]",True,"[0.00029375399231601484, -0.0005810505916225388, -0.00047966265946353115]","[-0.0005339794758410321, 0.0003305196003081328, -0.0009248439596048161]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
8.png,"[-0.1949375, 0.017613711663754496, 0.8]","[-2.153639224507919, -4.595844430172537e-17, 0.7505583541919748]",0.4,apriltag,"[-0.19527431889290542, 0.017192658041223625, 0.802328598964745]","[-2.1575388734148366, 0.005581226285798839, 0.7516430511439236]",True,"[-0.000336818892905405, -0.0004210536225308717, 0.00232859896474491]","[-0.005176141434679237, 0.0016669919345307874, -0.002564177039544263]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
9.png,"[-0.19375, 0.019700938018539022, 0.8]","[-2.0263541634955016, -5.3945380648742e-17, 0.8809949233738393]",0.45,apriltag,"[-0.19256634363261707, 0.01905033183005065, 0.7957467362526348]","[-2.024156518366801, -0.003387477774858362, 0.8786021834848732]",True,"[0.0011836563673829348, -0.0006506061884883722, -0.004253263747365232]","[0.003506674323332932, -0.0021842891626007313, 0.0006229012581013067]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
