imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.19993750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.0,apriltag,"[-0.19925587477752352, -0.0017437492690308858, 1.9972629959680086]","[3.114162511993798, -0.002861270709561867, 0.00429916889206788]",True,"[0.0006816252224765007, -0.0017437492690308858, -0.002737004031991397]","[-0.02742587216287333, -0.002760867779429656, -0.0018374691268422164]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
1.png,"[-0.19975, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.05,apriltag,"[-0.19925587477752352, -0.0017437492690308858, 1.9972629959680086]","[3.114162511993798, -0.002861270709561867, 0.00429916889206788]",True,"[0.0004941252224764936, -0.0017437492690308858, -0.002737004031991397]","[-0.02742587216287333, -0.002760867779429656, -0.0018374691268422164]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
2.png,"[-0.19943750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.1,apriltag,"[-0.19925587477752352, -0.0017437492690308858, 1.9972629959680086]","[3.114162511993798, -0.002861270709561867, 0.00429916889206788]",True,"[0.00018162522247650026, -0.0017437492690308858, -0.002737004031991397]","[-0.02742587216287333, -0.002760867779429656, -0.0018374691268422164]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
3.png,"[-0.199, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.15,apriltag,"[-0.1965809495910908, -0.0016958335825349275, 1.9806586236623978]","[3.1406139827703976, -6.176473936929067e-05, 0.05549214017275516]",True,"[0.002419050408909218, -0.0016958335825349275, -0.019341376337602245]","[-0.0004884829888617777, -0.035334724709138586, -3.9328814054588705e-05]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
4.png,"[-0.19843750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.2,apriltag,"[-0.19716182053198958, -0.0017888331845626675, 1.9966063503837779]","[3.0777440490153185, -0.0032691561835356, 0.00100984191461822]",True,"[0.0012756794680104377, -0.0017888331845626675, -0.0033936496162221275]","[-0.06384671581643304, -0.0006559989497980302, -0.002123662121843954]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
5.png,"[-0.19775, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.25,apriltag,"[-0.19716182053198958, -0.0017888331845626675, 1.9966063503837779]","[3.0777440490153185, -0.0032691561835356, 0.00100984191461822]",True,"[0.0005881794680104302, -0.0017888331845626675, -0.0033936496162221275]","[-0.06384671581643304, -0.0006559989497980302, -0.002123662121843954]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
6.png,"[-0.19693750000000002, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.3,apriltag,"[-0.19508027405558845, -0.001782798155525081, 1.9958732905378462]","[3.0819267253715625, -0.00608205658238933, 0.016103457850200224]",True,"[0.0018572259444115669, -0.001782798155525081, -0.004126709462153766]","[-0.059618165842775406, -0.010447049448615695, -0.003945708211029339]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
7.png,"[-0.196, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.35,apriltag,"[-0.19508027405558845, -0.001782798155525081, 1.9958732905378462]","[3.0819267253715625, -0.00608205658238933, 0.016103457850200224]",True,"[0.0009197259444115591, -0.001782798155525081, -0.004126709462153766]","[-0.059618165842775406, -0.010447049448615695, -0.003945708211029339]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
8.png,"[-0.1949375, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.4,apriltag,"[-0.19332122965970278, -0.0017098507697646276, 1.997738872838969]","[3.14158994694479, -4.081831354043603e-07, 0.0004761703640347005]",True,"[0.0016162703402972378, -0.0017098507697646276, -0.0022611271610311068]","[-2.670558448170267e-06, -0.00030313972760899076, -2.598576766361619e-07]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
9.png,"[-0.19375, 0.0, 2.0]","[3.141592653589793, 0.0, 0.0]",0.45,apriltag,"[-0.19332122965970278, -0.0017098507697646276, 1.997738872838969]","[3.14158994694479, -4.081831354043603e-07, 0.0004761703640347005]",True,"[0.0004287703402972298, -0.0017098507697646276, -0.0022611271610311068]","[-2.670558448170267e-06, -0.00030313972760899076, -2.598576766361619e-07]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
