imageName,realT,realR,time,method,detectedT,detectedR,isSuccess,errorT,errorR,detectionSettings
0.png,"[-0.19993750000000002, 0.0, 2.0]","[3.007826356474137, -5.553557230284308e-17, 0.9069647238944176]",0.0,apriltag,"[-0.19830427491974478, -0.001468485060314564, 1.9937062327243176]","[-3.011596700753059, 0.0012600101525660208, -0.8921690969608893]",True,"[0.001633225080255235, -0.001468485060314564, -0.006293767275682427]","[0.0008293780634246399, 0.009713045771293333, -0.0005879044372918118]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
1.png,"[-0.19975, 0.0022492407018830122, 2.0]","[-2.947036412330499, 4.0574729504167294e-17, -0.6626356192237142]",0.05,apriltag,"[-0.17796260611759146, 0.008875773785362659, 2.001197332383505]","[3.1290559300984833, -0.01171219332418036, 0.1531002168017551]",True,"[0.02178739388240855, 0.006626533083479646, 0.0011973323835050564]","[-0.1283868150115173, 0.3446199925105245, -0.01519642232728927]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
2.png,"[-0.19943750000000002, 0.0044939274599005525, 2.0]","[-2.8689133315873443, 2.5817003978288836e-17, -0.42162367135183204]",0.1,apriltag,"[-0.1969351735824633, 0.002883086622774016, 1.9853778939794458]","[-2.8578999709258808, -0.0013422282948217152, -0.4216039767721532]",True,"[0.0025023264175367266, -0.0016108408371265366, -0.014622106020554249]","[0.010668678512670374, -0.001189707423250578, 0.0023603714960697326]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
3.png,"[-0.199, 0.006729515550367417, 2.0]","[-2.7744322159703647, 1.1535396432246532e-17, -0.18838732016901405]",0.15,apriltag,"[-0.19700672055710006, 0.0043179120136275975, 1.9889070118475658]","[-2.760262845421046, -0.0016951875538990728, -0.1947963699541942]",True,"[0.0019932794428999534, -0.0024116035367398193, -0.011092988152434202]","[0.01364545801486427, -0.005353815997846136, 0.0011744312446454346]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
4.png,"[-0.19843750000000002, 0.00895147867129121, 2.0]","[-2.6656338266268143, -2.032599651557934e-18, 0.03319487141881413]",0.2,apriltag,"[-0.19757670537444222, 0.007228133241998202, 1.9967722381472774]","[-2.66030667464554, 0.006238473683530799, 0.026598419659599908]",True,"[0.0008607946255577981, -0.0017233454292930085, -0.003227761852722555]","[0.005326672251209295, -0.003559786401014065, -0.005616616929420224]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
5.png,"[-0.19775, 0.011155318106587273, 2.0]","[-2.5454224169629223, -1.469188798696487e-17, 0.239936739265459]",0.25,apriltag,"[-0.15500957939787083, 0.01173544691675874, 1.989270180037716]","[-2.4740462012160886, 0.15709424140172665, 0.7341586339014825]",True,"[0.04274042060212918, 0.0005801288101714673, -0.01072981996228406]","[-0.01779052915902702, 0.391420295521701, -0.0033170680610749978]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
6.png,"[-0.19693750000000002, 0.013336571834441558, 2.0]","[-2.4173437245603013, -2.6293465879673876e-17, 0.42940488470602967]",0.3,apriltag,"[-0.19549149122154086, 0.011456648817931401, 1.9906743854576006]","[-2.4112881357238267, -0.0038889062627672022, 0.42948820031748136]",True,"[0.0014460087784591569, -0.0018799230165101564, -0.00932561454239944]","[0.006397137314899186, -0.00017978318960858945, 0.002020272982145788]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
7.png,"[-0.196, 0.015490823561380145, 2.0]","[-2.285360621144789, -3.673498582504643e-17, 0.5999278461450723]",0.35,apriltag,"[-0.19548969344145953, 0.01399603522686198, 2.001374024246216]","[-2.284718834782575, -0.00224644818370398, 0.6005099297889902]",True,"[0.0005103065585404798, -0.0014947883345181653, 0.0013740242462159102]","[0.0009247291445917355, -0.0001419206120793239, 0.0016631882281128274]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
8.png,"[-0.1949375, 0.017613711663754496, 2.0]","[-2.153639224507919, -4.595844430172537e-17, 0.7505583541919748]",0.4,apriltag,"[-0.1949091811878436, 0.016551851116230178, 2.0057592461882856]","[-2.156303961036767, 0.004410535438344888, 0.7532619289346423]",True,"[2.8318812156424844e-05, -0.0010618605475243188, 0.005759246188285605]","[-0.004086551951331856, 0.0026786480577982385, -0.0013662646892670953]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
9.png,"[-0.19375, 0.019700938018539022, 2.0]","[-2.0263541634955016, -5.3945380648742e-17, 0.8809949233738393]",0.45,apriltag,"[-0.19185631782342635, 0.01736649281991499, 1.9912528480971836]","[-2.017960360309216, -0.009449370087662846, 0.878686552946952]",True,"[0.0018936821765736522, -0.0023344451986240314, -0.008747151902816386]","[0.0107963862721435, -0.0025492827758430586, 0.003250602453833326]","{'nthreads': 1, 'quad_decimate': 1.0, 'quad_sigma': 0.0, 'refine_edges': 1, 'parser': 'simple'}"
